Player,Season - Club played for,Competition name,Value currency (millions),Market value,Current club,Player nationality,Player age,Position,games_appearances,mins_played,FOULS per 90 mins weighted by mins_played per _Season - Club - Competition,fouls,was_fouled,Foul committed / Was fouled ratio weighted by was_fouled per _Season - Club - Competition,yellow_card,red_card
Donny van de Beek,2016/2017 - Ajax,UEFA Europa League,€,47.5,Manchester United FC,Netherlands,"23,83",CM,10,546,1.8131868131868134,11,4,2.75,0,0
Donny van de Beek,2019/2020 - Ajax,UEFA Europa League,€,47.5,Manchester United FC,Netherlands,"23,83",CM,2,180,1,2,2,1,0,0
Donny van de Beek,2020/2021 - Manchester United,English Premier League,€,47.5,Manchester United FC,Netherlands,"23,83",CM,8,222,0.8108108108108109,2,2,1,0,0
Donny van de Beek,2020/2021 - Manchester United,UEFA Champions League,€,47.5,Manchester United FC,Netherlands,"23,83",CM,6,277,0.9747292418772563,3,1,3,0,0
Donyell Malen,2020/2021 - PSV,Dutch Eredivisie,€,37.7,PSV Eindhoven,Netherlands,"22,07",FW,11,758,0.23746701846965698,2,11,0.18181818181818182,0,0
Donyell Malen,2020/2021 - PSV,UEFA Europa League,€,37.7,PSV Eindhoven,Netherlands,"22,07",FW,6,494,1.2753036437246963,7,9,0.7777777777777778,0,0
Dusan Tadic,2016/2017 - Southampton,UEFA Europa League,€,21.7,AFC Ajax,Serbia,"32,24",LW,5,306,0.8823529411764706,3,1,3,0,0
Dusan Tadic,2019/2020 - Ajax,UEFA Europa League,€,21.7,AFC Ajax,Serbia,"32,24",LW,2,180,0.5,1,4,0.25,0,0
Dusan Tadic,2020/2021 - Ajax,UEFA Champions League,€,21.7,AFC Ajax,Serbia,"32,24",LW,6,540,1.3333333333333335,8,14,0.5714285714285714,0,0
Eden Hazard,2017/2018 - Chelsea,UEFA Champions League,€,50.2,Real Madrid CF,Belgium,"30,11",LW,8,611,0.7364975450081833,5,13,0.38461538461538464,0,0
Eden Hazard,2020/2021 - Real Madrid,Spanish La Liga,€,50.2,Real Madrid CF,Belgium,"30,11",LW,3,153,0.5882352941176471,1,5,0.2,0,0
Eden Hazard,2020/2021 - Real Madrid,UEFA Champions League,€,50.2,Real Madrid CF,Belgium,"30,11",LW,3,162,0.5555555555555556,1,5,0.2,0,0
Ederson,2016/2017 - Benfica,UEFA Champions League,€,61.9,Manchester City FC,Brazil,"27,50",GK,7,630,0.14285714285714285,1,2,0.5,0,0
Ederson,2019/2020 - Manchester City,UEFA Champions League,€,61.9,Manchester City FC,Brazil,"27,50",GK,8,675,,0,0,,0,0
Ederson,2020/2021 - Manchester City,English Premier League,€,61.9,Manchester City FC,Brazil,"27,50",GK,10,900,,0,2,0,0,0
Ederson,2020/2021 - Manchester City,UEFA Champions League,€,61.9,Manchester City FC,Brazil,"27,50",GK,5,450,,0,0,,0,0
Edin Visca,2017/2018 - Istanbul Basaksehir,UEFA Europa League,€,9.2,Istanbul Basaksehir FK,Bosnia-Herzegovina,"31,00",RW,5,382,0.47120418848167545,2,4,0.5,0,0
Edin Visca,2019/2020 - Istanbul Basaksehir,UEFA Europa League,€,9.2,Istanbul Basaksehir FK,Bosnia-Herzegovina,"31,00",RW,10,927,0.29126213592233013,3,6,0.5,0,0
Edin Visca,2020/2021 - Istanbul Basaksehir,Turkish Super Lig,€,9.2,Istanbul Basaksehir FK,Bosnia-Herzegovina,"31,00",RW,10,843,0.21352313167259787,2,4,0.5,0,0
Edin Visca,2020/2021 - Istanbul Basaksehir,UEFA Champions League,€,9.2,Istanbul Basaksehir FK,Bosnia-Herzegovina,"31,00",RW,5,424,0.42452830188679236,2,7,0.2857142857142857,0,0
Edmond Tapsoba,2020/2021 - Bayer 04 Leverkusen,German Bundesliga,€,45.9,Bayer 04 Leverkusen,Burkina Faso,"22,04",CB,8,647,2.2256568778979906,16,2,8,0,0
Edmond Tapsoba,2020/2021 - Bayer 04 Leverkusen,UEFA Europa League,€,45.9,Bayer 04 Leverkusen,Burkina Faso,"22,04",CB,3,225,1.6,4,0,,0,0
Eduardo Camavinga,2019/2020 - Rennes,UEFA Europa League,€,57.5,Stade Rennais FC,France,"18,26",CM,4,151,1.7880794701986755,3,3,1,0,1
Elisha Owusu,2017/2018 - Lyon,French Ligue 1,€,10.1,KAA Gent,France,"23,27",DM,0,,,,,,0,0
Elisha Owusu,2017/2018 - Lyon,UEFA Europa League,€,10.1,KAA Gent,France,"23,27",DM,0,,,,,,0,0
Elisha Owusu,2020/2021 - KAA Gent,Belgian Jupiler Pro League,€,10.1,KAA Gent,France,"23,27",DM,11,819,1.4285714285714284,13,13,1,0,0
Elisha Owusu,2020/2021 - KAA Gent,UEFA Europa League,€,10.1,KAA Gent,France,"23,27",DM,4,251,2.151394422310757,6,5,1.2,0,0
Erling Haaland,2020/2021 - Borussia Dortmund,UEFA Champions League,€,110,Borussia Dortmund,Norway,"20,57",FW,4,345,0.5217391304347826,2,1,2,0,0
Esteban Andrada,2020/2021 - Boca Juniors,Liga Profesional Argentina,€,8.8,Boca Juniors,Argentina,"30,05",GK,4,360,,0,0,,0,0
Éverton,2020/2021 - Benfica,UEFA Europa League,€,31.5,SL Benfica,Brazil,"24,90",LW,6,494,0.9109311740890689,5,2,2.5,0,0
Fabián Ruiz,2016/2017 - Real Betis,Spanish La Liga,€,55,SSC Napoli,Spain,"24,87",CM,4,154,1.7532467532467533,3,,,0,0
Fabián Ruiz,2020/2021 - Napoli,Italian Serie A,€,55,SSC Napoli,Spain,"24,87",CM,8,704,0.7670454545454546,6,11,0.5454545454545454,0,0
Fabinho,2020/2021 - Liverpool,UEFA Champions League,€,51,Liverpool FC,Brazil,"27,31",DM,5,284,1.5845070422535212,5,1,5,0,0
Fausto Vera,2020/2021 - Argentinos Juniors,Liga Profesional Argentina,€,8.6,Argentinos Juniors,Argentina,"20,89",DM,5,428,1.8925233644859811,9,1,9,0,0
Federico Chiesa,2016/2017 - Fiorentina,UEFA Europa League,€,54.6,Juventus FC,Italy,"23,31",RW,5,332,3.5240963855421685,13,13,1,0,1
Federico Chiesa,2020/2021 - Fiorentina,Italian Serie A,€,54.6,Juventus FC,Italy,"23,31",RW,3,241,0.7468879668049793,2,3,0.6666666666666666,0,0
Federico Chiesa,2020/2021 - Juventus,Italian Serie A,€,54.6,Juventus FC,Italy,"23,31",RW,5,314,1.1464968152866242,4,5,0.8,0,1
Federico Valverde,2017/2018 - Deportivo de La Coruña,Spanish La Liga,€,63.8,Real Madrid CF,Uruguay,"22,56",CM,24,1229,1.0252237591537836,14,3,4.666666666666667,0,0
Federico Valverde,2020/2021 - Real Madrid,Spanish La Liga,€,63.8,Real Madrid CF,Uruguay,"22,56",CM,8,540,0.8333333333333333,5,4,1.25,0,0
Felipe Anderson,2017/2018 - Lazio,Italian Serie A,€,20.1,FC Porto,Brazil,"27,83",LW,21,1151,0.7037358818418766,9,15,0.6,0,0
Felipe Anderson,2017/2018 - Lazio,UEFA Europa League,€,20.1,FC Porto,Brazil,"27,83",LW,7,369,0.24390243902439024,1,9,0.1111111111111111,0,0
Felipe Anderson,2020/2021 - FC Porto,Portuguese Primeira Liga,€,20.1,FC Porto,Brazil,"27,83",LW,2,49,,0,0,,0,0
Felipe Anderson,2020/2021 - FC Porto,UEFA Champions League,€,20.1,FC Porto,Brazil,"27,83",LW,1,63,2.8571428571428568,2,0,,0,0
Felipe Anderson,2020/2021 - West Ham United,English Premier League,€,20.1,FC Porto,Brazil,"27,83",LW,2,2,,0,0,,0,0
Ferland Mendy,2017/2018 - Lyon,UEFA Europa League,€,46.4,Real Madrid CF,France,"25,69",LB,7,386,0.6994818652849741,3,13,0.23076923076923078,0,0
Ferland Mendy,2019/2020 - Real Madrid,UEFA Champions League,€,46.4,Real Madrid CF,France,"25,69",LB,5,408,0.6617647058823529,3,5,0.6,0,0
Ferran Torres,2017/2018 - Valencia CF,Spanish La Liga,€,55,Manchester City FC,Spain,"20,96",RW,13,302,1.1920529801324504,4,6,0.6666666666666666,0,0
Ferran Torres,2019/2020 - Valencia CF,UEFA Champions League,€,55,Manchester City FC,Spain,"20,96",RW,6,479,0.1878914405010438,1,11,0.09090909090909091,0,0
Ferran Torres,2020/2021 - Manchester City,UEFA Champions League,€,55,Manchester City FC,Spain,"20,96",RW,5,350,0.2571428571428571,1,5,0.2,0,0
Florian Wirtz,2019/2020 - Bayer 04 Leverkusen,UEFA Europa League,€,43.2,Bayer 04 Leverkusen,Germany,"17,78",AM,1,68,2.6470588235294117,2,0,,0,0
Florian Wirtz,2020/2021 - Bayer 04 Leverkusen,UEFA Europa League,€,43.2,Bayer 04 Leverkusen,Germany,"17,78",AM,5,257,,0,3,0,0,0
Franck Kessié,2020/2021 - Milan,UEFA Europa League,€,41.9,AC Milan,Ivory Coast,"24,16",CM,5,238,1.134453781512605,3,4,0.75,0,0
Frenkie de Jong,2016/2017 - Ajax,Dutch Eredivisie,€,92.2,FC Barcelona,Netherlands,"23,76",CM,4,149,0.6040268456375839,1,1,1,0,0
Frenkie de Jong,2016/2017 - Ajax,UEFA Europa League,€,92.2,FC Barcelona,Netherlands,"23,76",CM,4,46,3.9130434782608696,2,,,0,0
Frenkie de Jong,2019/2020 - Barcelona,UEFA Champions League,€,92.2,FC Barcelona,Netherlands,"23,76",CM,9,747,0.24096385542168675,2,10,0.2,0,0
Frenkie de Jong,2020/2021 - Barcelona,Spanish La Liga,€,92.2,FC Barcelona,Netherlands,"23,76",CM,10,890,0.5056179775280899,5,14,0.35714285714285715,0,0
Frenkie de Jong,2020/2021 - Barcelona,UEFA Champions League,€,92.2,FC Barcelona,Netherlands,"23,76",CM,5,405,,0,3,0,0,0
Gabriel Barbosa,2017/2018 - Benfica,Portuguese Primeira Liga,€,27.7,CR Flamengo,Brazil,"24,46",FW,1,13,,,1,,0,0
Gabriel Barbosa,2017/2018 - Benfica,UEFA Champions League,€,27.7,CR Flamengo,Brazil,"24,46",FW,2,30,6,2,2,1,0,0
Gabriel Barbosa,2017/2018 - Internazionale,Italian Serie A,€,27.7,CR Flamengo,Brazil,"24,46",FW,0,,,,,,0,0
Gabriel Jesus,2019/2020 - Manchester City,UEFA Champions League,€,73.1,Manchester City FC,Brazil,"23,87",FW,8,590,1.0677966101694916,7,9,0.7777777777777778,0,0
Gabriel Jesus,2020/2021 - Manchester City,UEFA Champions League,€,73.1,Manchester City FC,Brazil,"23,87",FW,3,118,,0,2,0,0,0
Gedson Fernandes,2019/2020 - Tottenham Hotspur,UEFA Champions League,€,9.3,Tottenham Hotspur FC,Portugal,"22,10",CM,2,74,1.2162162162162162,1,3,0.3333333333333333,0,0
Gedson Fernandes,2020/2021 - Tottenham Hotspur,English Premier League,€,9.3,Tottenham Hotspur FC,Portugal,"22,10",CM,,0,,0,0,,0,0
Gerard Moreno,2020/2021 - Villarreal,UEFA Europa League,€,40.6,Villarreal CF,Spain,"28,86",FW,3,57,,0,0,,0,0
Gerson,2016/2017 - Fluminense,Brazilian Serie A,€,17.2,CR Flamengo,Brazil,"23,74",CM,2,73,1.2328767123287672,1,4,0.25,0,0
Gerson,2016/2017 - Roma,UEFA Europa League,€,17.2,CR Flamengo,Brazil,"23,74",CM,6,267,1.6853932584269664,5,12,0.4166666666666667,0,0
Gerson,2017/2018 - Roma,UEFA Champions League,€,17.2,CR Flamengo,Brazil,"23,74",CM,6,221,2.850678733031674,7,10,0.7,0,0
Giorgian de Arrascaeta,2020/2021 - Flamengo,Brazilian Serie A,€,19.1,CR Flamengo,Uruguay,"26,71",AM,13,960,1.03125,11,18,0.6111111111111112,0,0
Giovanni Reyna,2019/2020 - Borussia Dortmund,UEFA Champions League,€,39.9,Borussia Dortmund,United States of America,"18,26",AM,2,42,2.142857142857143,1,2,0.5,0,0
Gonzalo Montiel,2016/2017 - River Plate,Argentina Superliga,€,9,River Plate,Argentina,"24,12",RB,4,320,1.125,4,3,1.3333333333333333,0,1
Gonzalo Montiel,2020/2021 - River Plate,Liga Profesional Argentina,€,9,River Plate,Argentina,"24,12",RB,4,234,0.38461538461538464,1,4,0.25,0,0
Hakim Ziyech,2019/2020 - Ajax,UEFA Champions League,€,52.1,Chelsea FC,Morocco,"27,91",RW,6,499,1.9839679358717437,11,2,5.5,0,0
Hakim Ziyech,2019/2020 - Ajax,UEFA Europa League,€,52.1,Chelsea FC,Morocco,"27,91",RW,1,90,,0,1,0,0,0
Hans Vanaken,2016/2017 - Club Brugge,UEFA Champions League,€,16.6,Club Brugge,Belgium,"28,48",AM,6,364,0.24725274725274726,1,4,0.25,0,0
Hans Vanaken,2019/2020 - Club Brugge,UEFA Champions League,€,16.6,Club Brugge,Belgium,"28,48",AM,6,540,1,6,5,1.2,0,0
Hans Vanaken,2020/2021 - Club Brugge,Belgian Jupiler Pro League,€,16.6,Club Brugge,Belgium,"28,48",AM,15,1327,0.6103993971363979,9,21,0.42857142857142855,0,0
Harry Kane,2016/2017 - Tottenham Hotspur,UEFA Europa League,€,125,Tottenham Hotspur FC,England,"27,55",FW,2,180,2.5,5,4,1.25,0,0
Harry Kane,2017/2018 - Tottenham Hotspur,UEFA Champions League,€,125,Tottenham Hotspur FC,England,"27,55",FW,7,597,1.206030150753769,8,10,0.8,0,0
Harry Kane,2020/2021 - Tottenham Hotspur,UEFA Europa League,€,125,Tottenham Hotspur FC,England,"27,55",FW,3,108,1.6666666666666663,2,0,,0,0
Harry Wilson,2016/2017 - Liverpool,English Premier League,€,15.3,Cardiff City FC,Wales,"23,90",RW,0,,,,,,0,0
Heung-min Son,2016/2017 - Tottenham Hotspur,UEFA Champions League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,6,423,0.2127659574468085,1,2,0.5,0,0
Heung-min Son,2016/2017 - Tottenham Hotspur,UEFA Europa League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,2,54,3.3333333333333326,2,1,2,0,0
Heung-min Son,2017/2018 - Tottenham Hotspur,English Premier League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,37,2309,0.584668687743612,15,26,0.5769230769230769,0,0
Heung-min Son,2017/2018 - Tottenham Hotspur,UEFA Champions League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,7,426,0.6338028169014085,3,6,0.5,0,0
Heung-min Son,2019/2020 - Tottenham Hotspur,UEFA Champions League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,6,365,0.9863013698630136,4,4,1,0,0
Heung-min Son,2020/2021 - Tottenham Hotspur,English Premier League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,11,909,0.198019801980198,2,15,0.13333333333333333,0,0
Heung-min Son,2020/2021 - Tottenham Hotspur,UEFA Europa League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,5,216,0.4166666666666666,1,4,0.25,0,0
Houssem Aouar,2016/2017 - Lyon,French Ligue 1,€,50,Olympique Lyonnais,France,"22,63",CM,2,35,2.571428571428571,1,1,1,0,0
Houssem Aouar,2016/2017 - Lyon,UEFA Europa League,€,50,Olympique Lyonnais,France,"22,63",CM,2,33,,,,,0,0
Houssem Aouar,2020/2021 - Lyon,French Ligue 1,€,50,Olympique Lyonnais,France,"22,63",CM,9,556,0.8093525179856115,5,8,0.625,0,1
Ilkay Gündogan,2016/2017 - Manchester City,English Premier League,€,50.9,Manchester City FC,Germany,"30,31",CM,10,709,0.2538787023977433,2,10,0.2,0,0
Ilkay Gündogan,2019/2020 - Manchester City,UEFA Champions League,€,50.9,Manchester City FC,Germany,"30,31",CM,9,810,0.6666666666666669,6,7,0.8571428571428571,0,0
Ilkay Gündogan,2020/2021 - Manchester City,English Premier League,€,50.9,Manchester City FC,Germany,"30,31",CM,6,390,0.46153846153846156,2,3,0.6666666666666666,0,0
Irfan Can Kahveci,2020/2021 - Istanbul Basaksehir,UEFA Champions League,€,11.1,Istanbul Basaksehir FK,Turkey,"25,58",CM,6,487,1.2936344969199178,7,3,2.3333333333333335,0,0
Ismaïla Sarr,2020/2021 - Watford,English Football League - Championship,€,23.9,Watford FC,Senegal,"22,97",RW,14,1249,1.4411529223378703,20,40,0.5,0,0
Jadon Sancho,2017/2018 - Borussia Dortmund,German Bundesliga,€,117.6,Borussia Dortmund,England,"20,89",RW,12,684,0.13157894736842105,1,9,0.1111111111111111,0,0
Jadon Sancho,2019/2020 - Borussia Dortmund,UEFA Champions League,€,117.6,Borussia Dortmund,England,"20,89",RW,8,647,0.2782071097372488,2,9,0.2222222222222222,0,0
Jadon Sancho,2020/2021 - Borussia Dortmund,German Bundesliga,€,117.6,Borussia Dortmund,England,"20,89",RW,8,633,,0,7,0,0,0
Jadon Sancho,2020/2021 - Borussia Dortmund,UEFA Champions League,€,117.6,Borussia Dortmund,England,"20,89",RW,5,296,0.30405405405405406,1,0,,0,0
James Maddison,2020/2021 - Leicester City,UEFA Europa League,€,58.9,Leicester City FC,England,"24,23",AM,5,270,1.6666666666666665,5,14,0.35714285714285715,0,0
Jan Oblak,2016/2017 - Atlético de Madrid,UEFA Champions League,€,84,Atlético de Madrid,Slovenia,"28,11",GK,11,990,,,,,0,0
Jan Oblak,2017/2018 - Atlético de Madrid,UEFA Champions League,€,84,Atlético de Madrid,Slovenia,"28,11",GK,6,540,,,,,0,0
Jan Oblak,2020/2021 - Atlético de Madrid,Spanish La Liga,€,84,Atlético de Madrid,Slovenia,"28,11",GK,10,900,,0,0,,0,0
Jan Oblak,2020/2021 - Atlético de Madrid,UEFA Champions League,€,84,Atlético de Madrid,Slovenia,"28,11",GK,6,540,,0,1,0,0,0
Jean Pyerre,2017/2018 - Grêmio,Brazilian Serie A,€,10.6,Gremio FBPA,Brazil,"22,77",AM,6,223,1.2107623318385652,3,6,0.5,0,0
Jean Pyerre,2020/2021 - Grêmio,Brazilian Serie A,€,10.6,Gremio FBPA,Brazil,"22,77",AM,9,629,0.8585055643879174,6,9,0.6666666666666666,0,0
Jesús Corona,2017/2018 - FC Porto,UEFA Champions League,€,29.7,FC Porto,Mexico,"28,11",RW,8,318,1.4150943396226414,5,7,0.7142857142857143,0,0
João Félix,2019/2020 - Atlético de Madrid,UEFA Champions League,€,97.8,Atlético de Madrid,Portugal,"21,26",FW,6,426,0.4225352112676056,2,15,0.13333333333333333,0,0
João Félix,2020/2021 - Atlético de Madrid,UEFA Champions League,€,97.8,Atlético de Madrid,Portugal,"21,26",FW,6,536,0.8395522388059701,5,15,0.3333333333333333,0,0
Joe Gomez,2016/2017 - Liverpool,English Premier League,€,50.2,Liverpool FC,England,"23,73",CB,0,,,,,,0,0
Joe Gomez,2017/2018 - Liverpool,UEFA Champions League,€,50.2,Liverpool FC,England,"23,73",CB,5,370,1.4594594594594599,6,3,2,0,1
Joe Gomez,2020/2021 - Liverpool,English Premier League,€,50.2,Liverpool FC,England,"23,73",CB,7,590,0.9152542372881354,6,6,1,0,0
Joe Gomez,2020/2021 - Liverpool,UEFA Champions League,€,50.2,Liverpool FC,England,"23,73",CB,3,270,0.6666666666666667,2,2,1,0,0
Jorginho,2017/2018 - Napoli,UEFA Champions League,€,44,Chelsea FC,Italy,"29,15",DM,2,162,0.5555555555555556,1,3,0.3333333333333333,0,0
Jorginho,2017/2018 - Napoli,UEFA Europa League,€,44,Chelsea FC,Italy,"29,15",DM,1,8,,,1,,0,0
Jorginho,2020/2021 - Chelsea,English Premier League,€,44,Chelsea FC,Italy,"29,15",DM,7,457,1.3785557986870898,7,4,1.75,0,0
José Giménez,2017/2018 - Atlético de Madrid,UEFA Champions League,€,41,Atlético de Madrid,Uruguay,"26,07",CB,4,272,1.3235294117647058,4,2,2,0,0
José Giménez,2017/2018 - Atlético de Madrid,UEFA Europa League,€,41,Atlético de Madrid,Uruguay,"26,07",CB,7,630,1.1428571428571428,8,5,1.6,0,0
José Giménez,2020/2021 - Atlético de Madrid,UEFA Champions League,€,41,Atlético de Madrid,Uruguay,"26,07",CB,3,248,0.7258064516129032,2,0,,0,0
Joshua Kimmich,2016/2017 - FC Bayern München,UEFA Champions League,€,96.5,FC Bayern München,Germany,"26,02",DM,8,319,1.4106583072100312,5,2,2.5,0,0
Joshua Kimmich,2020/2021 - FC Bayern München,UEFA Champions League,€,96.5,FC Bayern München,Germany,"26,02",DM,3,270,1.3333333333333335,4,4,1,0,0
Jude Bellingham,2020/2021 - Borussia Dortmund,German Bundesliga,€,45,Borussia Dortmund,England,"17,63",CM,8,377,2.1485411140583555,9,10,0.9,0,0
Jude Bellingham,2020/2021 - Borussia Dortmund,UEFA Champions League,€,45,Borussia Dortmund,England,"17,63",CM,6,337,0.8011869436201781,3,12,0.25,0,0
Jules Koundé,2019/2020 - Sevilla,UEFA Europa League,€,60,Sevilla FC,France,"22,26",CB,9,810,0.8888888888888888,8,3,2.6666666666666665,0,0
Julian Brandt,2016/2017 - Bayer 04 Leverkusen,German Bundesliga,€,50,Borussia Dortmund,Germany,"24,79",AM,32,2304,0.546875,14,25,0.56,0,0
Julian Brandt,2016/2017 - Bayer 04 Leverkusen,UEFA Champions League,€,50,Borussia Dortmund,Germany,"24,79",AM,8,534,0.16853932584269662,1,5,0.2,0,0
Julian Brandt,2017/2018 - Bayer 04 Leverkusen,German Bundesliga,€,50,Borussia Dortmund,Germany,"24,79",AM,34,2337,0.46213093709884456,12,19,0.631578947368421,0,0
Julian Brandt,2020/2021 - Borussia Dortmund,German Bundesliga,€,50,Borussia Dortmund,Germany,"24,79",AM,10,545,0.3302752293577982,2,5,0.4,0,0
Julian Brandt,2020/2021 - Borussia Dortmund,UEFA Champions League,€,50,Borussia Dortmund,Germany,"24,79",AM,6,194,0.9278350515463918,2,3,0.6666666666666666,0,0
Kai Havertz,2016/2017 - Bayer 04 Leverkusen,UEFA Champions League,€,90,Chelsea FC,Germany,"21,68",AM,3,80,1.125,1,2,0.5,0,0
Kai Havertz,2019/2020 - Bayer 04 Leverkusen,UEFA Champions League,€,90,Chelsea FC,Germany,"21,68",AM,5,434,0.4147465437788018,2,6,0.3333333333333333,0,0
Kai Havertz,2019/2020 - Bayer 04 Leverkusen,UEFA Europa League,€,90,Chelsea FC,Germany,"21,68",AM,5,450,1.4,7,6,1.1666666666666667,0,0
Kai Havertz,2020/2021 - Chelsea,UEFA Champions League,€,90,Chelsea FC,Germany,"21,68",AM,5,335,0.26865671641791045,1,5,0.2,0,0
Kevin De Bruyne,2020/2021 - Manchester City,English Premier League,€,113.5,Manchester City FC,Belgium,"29,63",AM,9,742,1.091644204851752,9,14,0.6428571428571429,0,0
Kevin De Bruyne,2020/2021 - Manchester City,UEFA Champions League,€,113.5,Manchester City FC,Belgium,"29,63",AM,2,167,1.0778443113772456,2,1,2,0,0
Kingsley Coman,2017/2018 - FC Bayern München,German Bundesliga,€,65.9,FC Bayern München,France,"24,67",LW,21,1147,0.5492589363557105,7,20,0.35,0,0
Kingsley Coman,2017/2018 - FC Bayern München,UEFA Champions League,€,65.9,FC Bayern München,France,"24,67",LW,6,389,0.6940874035989717,3,9,0.3333333333333333,0,0
Kingsley Coman,2019/2020 - FC Bayern München,UEFA Champions League,€,65.9,FC Bayern München,France,"24,67",LW,9,551,0.8166969147005445,5,10,0.5,0,0
Kingsley Coman,2020/2021 - FC Bayern München,German Bundesliga,€,65.9,FC Bayern München,France,"24,67",LW,7,460,0.5869565217391305,3,11,0.2727272727272727,0,0
Kingsley Coman,2020/2021 - FC Bayern München,UEFA Champions League,€,65.9,FC Bayern München,France,"24,67",LW,4,294,0.6122448979591837,2,3,0.6666666666666666,0,0
Koke,2017/2018 - Atlético de Madrid,UEFA Champions League,€,48.9,Atlético de Madrid,Spain,"29,10",CM,4,333,1.0810810810810811,4,2,2,0,0
Kurt Zouma,2016/2017 - Chelsea,English Premier League,€,48.2,Chelsea FC,France,"26,30",CB,9,246,0.7317073170731708,2,2,1,0,0
Kurt Zouma,2020/2021 - Chelsea,UEFA Champions League,€,48.2,Chelsea FC,France,"26,30",CB,4,360,0.75,3,2,1.5,0,0
Kylian Mbappé,2016/2017 - Monaco,UEFA Champions League,€,185,Paris Saint-Germain FC,France,"22,15",LW,9,536,0.33582089552238803,2,6,0.3333333333333333,0,0
Kylian Mbappé,2017/2018 - Monaco,French Ligue 1,€,185,Paris Saint-Germain FC,France,"22,15",LW,1,75,,,1,,0,0
Kylian Mbappé,2020/2021 - Paris Saint-Germain,French Ligue 1,€,185,Paris Saint-Germain FC,France,"22,15",LW,9,606,0.44554455445544555,3,9,0.3333333333333333,0,0
Kylian Mbappé,2020/2021 - Paris Saint-Germain,UEFA Champions League,€,185,Paris Saint-Germain FC,France,"22,15",LW,5,449,0.20044543429844097,1,10,0.1,0,0
Leon Goretzka,2019/2020 - FC Bayern München,UEFA Champions League,€,59.3,FC Bayern München,Germany,"26,03",CM,8,522,2.2413793103448274,13,3,4.333333333333333,0,0
Leon Goretzka,2020/2021 - FC Bayern München,UEFA Champions League,€,59.3,FC Bayern München,Germany,"26,03",CM,4,279,1.6129032258064515,5,9,0.5555555555555556,0,0
Leroy Sané,2016/2017 - Manchester City,UEFA Champions League,€,75.8,FC Bayern München,Germany,"25,10",LW,4,281,0.6405693950177935,2,6,0.3333333333333333,0,0
Leroy Sané,2017/2018 - Manchester City,UEFA Champions League,€,75.8,FC Bayern München,Germany,"25,10",LW,9,652,1.51840490797546,11,6,1.8333333333333333,0,0
Leroy Sané,2020/2021 - FC Bayern München,German Bundesliga,€,75.8,FC Bayern München,Germany,"25,10",LW,8,363,0.49586776859504134,2,5,0.4,0,0
Lionel Messi,2016/2017 - Barcelona,UEFA Champions League,€,74.5,FC Barcelona,Argentina,"33,64",RW,9,810,0.5555555555555556,5,20,0.25,0,0
Lionel Messi,2020/2021 - Barcelona,UEFA Champions League,€,74.5,FC Barcelona,Argentina,"33,64",RW,4,360,0.25,1,9,0.1111111111111111,0,0
Lorenzo Pellegrini,2016/2017 - Sassuolo,UEFA Europa League,€,40,AS Roma,Italy,"24,66",CM,5,361,0.7479224376731302,3,9,0.3333333333333333,0,0
Lorenzo Pellegrini,2017/2018 - Roma,UEFA Champions League,€,40,AS Roma,Italy,"24,66",CM,8,296,1.8243243243243243,6,5,1.2,0,0
Lorenzo Pellegrini,2020/2021 - Roma,UEFA Europa League,€,40,AS Roma,Italy,"24,66",CM,5,156,0.5769230769230769,1,2,0.5,0,0
Luca Waldschmidt,2016/2017 - Hamburger SV,German Bundesliga,€,19.8,SL Benfica,Germany,"24,74",FW,14,348,1.293103448275862,5,4,1.25,0,0
Luca Waldschmidt,2017/2018 - Hamburger SV,German Bundesliga,€,19.8,SL Benfica,Germany,"24,74",FW,21,789,1.596958174904943,14,14,1,0,0
Luca Waldschmidt,2020/2021 - Benfica,Portuguese Primeira Liga,€,19.8,SL Benfica,Germany,"24,74",FW,9,601,0.4492512479201331,3,8,0.375,0,0
Luca Waldschmidt,2020/2021 - Benfica,UEFA Europa League,€,19.8,SL Benfica,Germany,"24,74",FW,6,303,0.297029702970297,1,6,0.16666666666666666,0,0
Lucas Hernández,2016/2017 - Atlético de Madrid,UEFA Champions League,€,41.5,FC Bayern München,France,"25,00",LB,4,305,1.770491803278689,6,11,0.5454545454545454,0,0
Lucas Hernández,2019/2020 - FC Bayern München,UEFA Champions League,€,41.5,FC Bayern München,France,"25,00",LB,3,155,1.1612903225806452,2,0,,0,0
Lucas Ocampos,2020/2021 - Sevilla,UEFA Champions League,€,52,Sevilla FC,Argentina,"26,60",RW,6,391,0.46035805626598475,2,9,0.2222222222222222,0,0
Lukas Klostermann,2017/2018 - RB Leipzig,UEFA Champions League,€,40,RB Leipzig,Germany,"24,70",CB,6,463,0.5831533477321814,3,,,0,0
Lukas Klostermann,2017/2018 - RB Leipzig,UEFA Europa League,€,40,RB Leipzig,Germany,"24,70",CB,5,450,0.8,4,1,4,0,0
